Flynum,Concentration,Cohort,Trial,Batch,Odor,Occupancy,Day,FlyIDConstant
1,0.39,4,1,1,On,0.588235294117647,1,Yes
2,0.39,4,1,1,On,0.608288770053476,1,Yes
3,0.39,4,1,1,On,0.201871657754011,1,Yes
4,0.39,4,1,1,On,0.411764705882353,1,Yes
5,0.39,4,1,1,On,0.0080213903743315,1,Yes
6,0.39,4,1,1,On,0.663101604278075,1,Yes
7,0.39,4,1,1,On,0.61096256684492,1,Yes
8,0.39,4,1,1,On,0.521390374331551,1,Yes
9,0.39,4,1,1,On,0.144385026737968,1,Yes
10,0.39,4,1,1,On,0.479946524064171,1,Yes
11,0.39,4,1,1,On,0.629679144385027,1,Yes
12,0.39,4,1,1,On,0.403743315508021,1,Yes
13,0.39,4,1,1,On,0.205882352941176,1,Yes
14,0.39,4,1,1,On,0.63903743315508,1,Yes
15,0.39,4,1,1,On,0.50668449197861,1,Yes
1,0.39,4,1,1,Off,0.469483568075117,1,Yes
2,0.39,4,1,1,Off,0.332159624413146,1,Yes
3,0.39,4,1,1,Off,0.52112676056338,1,Yes
4,0.39,4,1,1,Off,0.484741784037559,1,Yes
5,0.39,4,1,1,Off,0.357981220657277,1,Yes
6,0.39,4,1,1,Off,0.436619718309859,1,Yes
7,0.39,4,1,1,Off,0.515258215962441,1,Yes
8,0.39,4,1,1,Off,0.504694835680751,1,Yes
9,0.39,4,1,1,Off,0.530516431924883,1,Yes
10,0.39,4,1,1,Off,0.471830985915493,1,Yes
11,0.39,4,1,1,Off,0.684272300469484,1,Yes
12,0.39,4,1,1,Off,0.524647887323944,1,Yes
13,0.39,4,1,1,Off,0.321596244131455,1,Yes
14,0.39,4,1,1,Off,0.390845070422535,1,Yes
15,0.39,4,1,1,Off,0.568075117370892,1,Yes
1,0.39,4,1,2,On,0.007183908045977,1,Yes
2,0.39,4,1,2,On,0.127873563218391,1,Yes
3,0.39,4,1,2,On,0.396551724137931,1,Yes
4,0.39,4,1,2,On,0.512931034482759,1,Yes
5,0.39,4,1,2,On,0.0,1,Yes
6,0.39,4,1,2,On,0.423850574712644,1,Yes
7,0.39,4,1,2,On,0.531609195402299,1,Yes
8,0.39,4,1,2,On,0.521551724137931,1,Yes
9,0.39,4,1,2,On,0.271551724137931,1,Yes
10,0.39,4,1,2,On,0.435344827586207,1,Yes
11,0.39,4,1,2,On,0.557471264367816,1,Yes
12,0.39,4,1,2,On,0.390804597701149,1,Yes
13,0.39,4,1,2,On,0.42816091954023,1,Yes
14,0.39,4,1,2,On,0.206896551724138,1,Yes
15,0.39,4,1,2,On,0.130747126436782,1,Yes
1,0.39,4,1,2,Off,0.38,1,Yes
2,0.39,4,1,2,Off,0.358823529411765,1,Yes
3,0.39,4,1,2,Off,0.6,1,Yes
4,0.39,4,1,2,Off,0.536470588235294,1,Yes
5,0.39,4,1,2,Off,0.248235294117647,1,Yes
6,0.39,4,1,2,Off,0.502352941176471,1,Yes
7,0.39,4,1,2,Off,0.552941176470588,1,Yes
8,0.39,4,1,2,Off,0.543529411764706,1,Yes
9,0.39,4,1,2,Off,0.348235294117647,1,Yes
10,0.39,4,1,2,Off,0.636470588235294,1,Yes
11,0.39,4,1,2,Off,0.467058823529412,1,Yes
12,0.39,4,1,2,Off,0.497647058823529,1,Yes
13,0.39,4,1,2,Off,0.338823529411765,1,Yes
14,0.39,4,1,2,Off,0.470588235294118,1,Yes
15,0.39,4,1,2,Off,0.522352941176471,1,Yes
1,0.39,4,1,3,On,0.480536912751678,1,Yes
2,0.39,4,1,3,On,0.464429530201342,1,Yes
3,0.39,4,1,3,On,0.432214765100671,1,Yes
4,0.39,4,1,3,On,0.426845637583893,1,Yes
5,0.39,4,1,3,On,0.506040268456376,1,Yes
6,0.39,4,1,3,On,0.342281879194631,1,Yes
7,0.39,4,1,3,On,0.335570469798658,1,Yes
8,0.39,4,1,3,On,0.485906040268456,1,Yes
9,0.39,4,1,3,On,0.135570469798658,1,Yes
10,0.39,4,1,3,On,0.563758389261745,1,Yes
11,0.39,4,1,3,On,0.573154362416107,1,Yes
12,0.39,4,1,3,On,0.45503355704698,1,Yes
13,0.39,4,1,3,On,0.0,1,Yes
14,0.39,4,1,3,On,0.206711409395973,1,Yes
15,0.39,4,1,3,On,0.220134228187919,1,Yes
1,0.39,4,1,3,Off,0.492361927144536,1,Yes
2,0.39,4,1,3,Off,0.448883666274971,1,Yes
3,0.39,4,1,3,Off,0.498237367802585,1,Yes
4,0.39,4,1,3,Off,0.343125734430082,1,Yes
5,0.39,4,1,3,Off,0.527614571092832,1,Yes
6,0.39,4,1,3,Off,0.438307873090482,1,Yes
7,0.39,4,1,3,Off,0.486486486486487,1,Yes
8,0.39,4,1,3,Off,0.446533490011751,1,Yes
9,0.39,4,1,3,Off,0.565217391304348,1,Yes
10,0.39,4,1,3,Off,0.609870740305523,1,Yes
11,0.39,4,1,3,Off,0.527614571092832,1,Yes
12,0.39,4,1,3,Off,0.519388954171563,1,Yes
13,0.39,4,1,3,Off,0.419506462984724,1,Yes
14,0.39,4,1,3,Off,0.245593419506463,1,Yes
15,0.39,4,1,3,Off,0.672150411280846,1,Yes
1,0.39,4,1,4,On,0.19041095890411,1,Yes
2,0.39,4,1,4,On,0.131506849315068,1,Yes
3,0.39,4,1,4,On,0.201369863013699,1,Yes
4,0.39,4,1,4,On,0.478082191780822,1,Yes
5,0.39,4,1,4,On,0.0726027397260274,1,Yes
6,0.39,4,1,4,On,0.463013698630137,1,Yes
7,0.39,4,1,4,On,0.0,1,Yes
8,0.39,4,1,4,On,0.0,1,Yes
9,0.39,4,1,4,On,0.464383561643836,1,Yes
10,0.39,4,1,4,On,0.43013698630137,1,Yes
11,0.39,4,1,4,On,0.497260273972603,1,Yes
12,0.39,4,1,4,On,0.426027397260274,1,Yes
13,0.39,4,1,4,On,0.175342465753425,1,Yes
14,0.39,4,1,4,On,0.0794520547945206,1,Yes
15,0.39,4,1,4,On,0.538356164383562,1,Yes
1,0.39,4,1,4,Off,0.536439665471924,1,Yes
2,0.39,4,1,4,Off,0.242532855436081,1,Yes
3,0.39,4,1,4,Off,0.29868578255675,1,Yes
4,0.39,4,1,4,Off,0.542413381123059,1,Yes
5,0.39,4,1,4,Off,0.323775388291517,1,Yes
6,0.39,4,1,4,Off,0.474313022700119,1,Yes
7,0.39,4,1,4,Off,0.375149342891278,1,Yes
8,0.39,4,1,4,Off,0.393070489844683,1,Yes
9,0.39,4,1,4,Off,0.436081242532855,1,Yes
10,0.39,4,1,4,Off,0.50179211469534,1,Yes
11,0.39,4,1,4,Off,0.508960573476703,1,Yes
12,0.39,4,1,4,Off,0.476702508960573,1,Yes
13,0.39,4,1,4,Off,0.502986857825568,1,Yes
14,0.39,4,1,4,Off,0.385902031063321,1,Yes
15,0.39,4,1,4,Off,0.528076463560335,1,Yes
1,0.39,4,2,1,On,0.690348525469169,1,Yes
2,0.39,4,2,1,On,0.506702412868633,1,Yes
3,0.39,4,2,1,On,0.347184986595174,1,Yes
4,0.39,4,2,1,On,0.571045576407507,1,Yes
5,0.39,4,2,1,On,0.0080428954423592,1,Yes
6,0.39,4,2,1,On,0.667560321715818,1,Yes
7,0.39,4,2,1,On,0.53083109919571,1,Yes
8,0.39,4,2,1,On,0.553619302949062,1,Yes
9,0.39,4,2,1,On,0.0844504021447721,1,Yes
10,0.39,4,2,1,On,0.537533512064343,1,Yes
11,0.39,4,2,1,On,0.348525469168901,1,Yes
12,0.39,4,2,1,On,0.296246648793566,1,Yes
13,0.39,4,2,1,On,0.167560321715818,1,Yes
14,0.39,4,2,1,On,0.450402144772118,1,Yes
15,0.39,4,2,1,On,0.554959785522788,1,Yes
1,0.39,4,2,1,Off,0.475961538461538,1,Yes
2,0.39,4,2,1,Off,0.465144230769231,1,Yes
3,0.39,4,2,1,Off,0.461538461538462,1,Yes
4,0.39,4,2,1,Off,0.520432692307692,1,Yes
5,0.39,4,2,1,Off,0.383413461538462,1,Yes
6,0.39,4,2,1,Off,0.484375,1,Yes
7,0.39,4,2,1,Off,0.527644230769231,1,Yes
8,0.39,4,2,1,Off,0.510817307692308,1,Yes
9,0.39,4,2,1,Off,0.542067307692308,1,Yes
10,0.39,4,2,1,Off,0.551682692307692,1,Yes
11,0.39,4,2,1,Off,0.549278846153846,1,Yes
12,0.39,4,2,1,Off,0.419471153846154,1,Yes
13,0.39,4,2,1,Off,0.360576923076923,1,Yes
14,0.39,4,2,1,Off,0.542067307692308,1,Yes
15,0.39,4,2,1,Off,0.5,1,Yes
1,0.39,4,2,2,On,0.0637393767705382,1,Yes
2,0.39,4,2,2,On,0.185552407932011,1,Yes
3,0.39,4,2,2,On,0.461756373937677,1,Yes
4,0.39,4,2,2,On,0.495750708215297,1,Yes
5,0.39,4,2,2,On,0.213881019830028,1,Yes
6,0.39,4,2,2,On,0.528328611898017,1,Yes
7,0.39,4,2,2,On,0.505665722379603,1,Yes
8,0.39,4,2,2,On,0.617563739376771,1,Yes
9,0.39,4,2,2,On,0.320113314447592,1,Yes
10,0.39,4,2,2,On,0.3328611898017,1,Yes
11,0.39,4,2,2,On,0.460339943342776,1,Yes
12,0.39,4,2,2,On,0.457507082152975,1,Yes
13,0.39,4,2,2,On,0.0,1,Yes
14,0.39,4,2,2,On,0.13314447592068,1,Yes
15,0.39,4,2,2,On,0.422096317280453,1,Yes
1,0.39,4,2,2,Off,0.468058968058968,1,Yes
2,0.39,4,2,2,Off,0.517199017199017,1,Yes
3,0.39,4,2,2,Off,0.657248157248157,1,Yes
4,0.39,4,2,2,Off,0.406633906633907,1,Yes
5,0.39,4,2,2,Off,0.371007371007371,1,Yes
6,0.39,4,2,2,Off,0.49017199017199,1,Yes
7,0.39,4,2,2,Off,0.573710073710074,1,Yes
8,0.39,4,2,2,Off,0.472972972972973,1,Yes
9,0.39,4,2,2,Off,0.416461916461916,1,Yes
10,0.39,4,2,2,Off,0.523341523341523,1,Yes
11,0.39,4,2,2,Off,0.514742014742015,1,Yes
12,0.39,4,2,2,Off,0.687960687960688,1,Yes
13,0.39,4,2,2,Off,0.384520884520885,1,Yes
14,0.39,4,2,2,Off,0.393120393120393,1,Yes
15,0.39,4,2,2,Off,0.491400491400491,1,Yes
1,0.39,4,2,3,On,0.485355648535565,1,Yes
2,0.39,4,2,3,On,0.531380753138075,1,Yes
3,0.39,4,2,3,On,0.00139470013947,1,Yes
4,0.39,4,2,3,On,0.461645746164575,1,Yes
5,0.39,4,2,3,On,0.603905160390516,1,Yes
6,0.39,4,2,3,On,0.676429567642957,1,Yes
7,0.39,4,2,3,On,0.684797768479777,1,Yes
8,0.39,4,2,3,On,0.527196652719665,1,Yes
9,0.39,4,2,3,On,1.0,1,Yes
10,0.39,4,2,3,On,0.536959553695955,1,Yes
11,0.39,4,2,3,On,0.523012552301255,1,Yes
12,0.39,4,2,3,On,0.475592747559275,1,Yes
13,0.39,4,2,3,On,0.0,1,Yes
14,0.39,4,2,3,On,0.132496513249651,1,Yes
15,0.39,4,2,3,On,0.529986052998605,1,Yes
1,0.39,4,2,3,Off,0.542312276519666,1,Yes
2,0.39,4,2,3,Off,0.510131108462455,1,Yes
3,0.39,4,2,3,Off,0.0584028605482718,1,Yes
4,0.39,4,2,3,Off,0.446960667461263,1,Yes
5,0.39,4,2,3,Off,0.543504171632896,1,Yes
6,0.39,4,2,3,Off,0.510131108462455,1,Yes
7,0.39,4,2,3,Off,0.431466030989273,1,Yes
8,0.39,4,2,3,Off,0.512514898688915,1,Yes
9,0.39,4,2,3,Off,0.67342073897497,1,Yes
10,0.39,4,2,3,Off,0.499404052443385,1,Yes
11,0.39,4,2,3,Off,0.573301549463647,1,Yes
12,0.39,4,2,3,Off,0.510131108462455,1,Yes
13,0.39,4,2,3,Off,0.464839094159714,1,Yes
14,0.39,4,2,3,Off,0.514898688915375,1,Yes
15,0.39,4,2,3,Off,0.518474374255066,1,Yes
1,0.39,4,2,4,On,0.471074380165289,1,Yes
2,0.39,4,2,4,On,0.289256198347107,1,Yes
3,0.39,4,2,4,On,0.573002754820937,1,Yes
4,0.39,4,2,4,On,0.516528925619835,1,Yes
5,0.39,4,2,4,On,0.695592286501377,1,Yes
6,0.39,4,2,4,On,0.520661157024793,1,Yes
7,0.39,4,2,4,On,0.0,1,Yes
8,0.39,4,2,4,On,0.369146005509642,1,Yes
9,0.39,4,2,4,On,0.615702479338843,1,Yes
10,0.39,4,2,4,On,0.472451790633609,1,Yes
11,0.39,4,2,4,On,0.575757575757576,1,Yes
12,0.39,4,2,4,On,0.429752066115702,1,Yes
13,0.39,4,2,4,On,0.56198347107438,1,Yes
14,0.39,4,2,4,On,0.571625344352617,1,Yes
15,0.39,4,2,4,On,0.363636363636364,1,Yes
1,0.39,4,2,4,Off,0.51338199513382,1,Yes
2,0.39,4,2,4,Off,0.642335766423358,1,Yes
3,0.39,4,2,4,Off,0.384428223844282,1,Yes
4,0.39,4,2,4,Off,0.484184914841849,1,Yes
5,0.39,4,2,4,Off,0.525547445255474,1,Yes
6,0.39,4,2,4,Off,0.645985401459854,1,Yes
7,0.39,4,2,4,Off,0.397810218978102,1,Yes
8,0.39,4,2,4,Off,0.434306569343066,1,Yes
9,0.39,4,2,4,Off,0.551094890510949,1,Yes
10,0.39,4,2,4,Off,0.515815085158151,1,Yes
11,0.39,4,2,4,Off,0.475669099756691,1,Yes
12,0.39,4,2,4,Off,0.427007299270073,1,Yes
13,0.39,4,2,4,Off,0.307785888077859,1,Yes
14,0.39,4,2,4,Off,0.490267639902676,1,Yes
15,0.39,4,2,4,Off,0.439172749391728,1,Yes
