Week,Cohort,Flynum,Concentration,Trial1_occupancy_on_reshape,Trial1_occupancy_off_reshape,Trial2_occupancy_on_reshape,Trial2_occupancy_off_reshape,Trial3_occupancy_on_reshape,Trial3_occupancy_off_reshape,Trial4_occupancy_on_reshape,Trial4_occupancy_off_reshape,Trial5_occupancy_on_reshape,Trial5_occupancy_off_reshape,Trial6_occupancy_on_reshape,Trial6_occupancy_off_reshape,Trial7_occupancy_on_reshape,Trial7_occupancy_off_reshape,Trial8_occupancy_on_reshape,Trial8_occupancy_off_reshape,Trial9_occupancy_on_reshape,Trial9_occupancy_off_reshape,Trial10_occupancy_on_reshape,Trial10_occupancy_off_reshape,Trial11_occupancy_on_reshape,Trial11_occupancy_off_reshape,Trial12_occupancy_on_reshape,Trial12_occupancy_off_reshape
2,6,1,0.39,0.602608695652174,0.331091180866966,0.67449956483899,0.582384206529992,0.586497890295359,0.525735294117647,0.00523103748910201,0.498101746393318,0.809716599190283,0.163025210084034,0.799469964664311,0.448698315467075,0.8882096069869,0.481368821292776,0.293207222699914,0.347305389221557,0.589392643284859,0.144130757800892,0.782127659574468,0.454001495886313,0.66382252559727,0.408682634730539,0.121107266435986,0.372163388804841
2,6,2,0.39,0.0530434782608696,0.617339312406577,0.702349869451697,0.655277145026576,0.642194092827004,0.544852941176471,0.003487358326068,0,0.794534412955466,0.639495798319328,0.587455830388693,0.51301684532925,0.794759825327511,0.584790874524715,0.994840928632846,1,0.72284003421728,0.5,0.716595744680851,0.365744203440539,0.655290102389078,0.476047904191617,0.998269896193772,1
2,6,3,0.39,0.525217391304348,0.5949177877429,0.512619669277633,0.550493545937737,0.310548523206751,0.458088235294118,0.835222319093287,0.634016704631739,0.565789473684211,0.33109243697479,0.600706713780919,0.473200612557427,0.359825327510917,0.361216730038023,0.416165090283749,0.442365269461078,0.526090675791275,0.950965824665676,0.516595744680851,0.516080777860883,0.433447098976109,0.49625748502994,0.502595155709343,0.401664145234493
2,6,4,0.39,0.277391304347826,0.444693572496263,0.732811140121845,0.5292331055429,0.712236286919831,0.555882352941176,0.68613775065388,0.734244495064541,0.776315789473684,0.288235294117647,0.735865724381625,0.447932618683002,0.803493449781659,0.920912547528517,0.960447119518487,0.696107784431138,0.301112061591103,0.449479940564636,0.993191489361702,1,0.872013651877133,1,0.747404844290657,0.18910741301059
2,6,5,0.39,0.456521739130435,0.54559043348281,0.328981723237598,0.35459377372817,0.443037974683544,0.489705882352941,0.605928509154316,0.493545937737282,0.568825910931174,0.0504201680672269,0.948763250883392,0.386676875957121,0.764192139737991,0.494296577946768,0.772141014617369,0.462574850299401,0.577416595380667,0.517830609212481,0.334468085106383,0.519820493642483,0.641638225255973,0.493263473053892,0.529411764705882,0.472012102874433
2,6,6,0.39,0.65304347826087,0.469357249626308,0.391644908616188,0.321184510250569,0.80084388185654,0.376470588235294,0.153443766346992,0.495064540622627,0.909919028340081,0.512605042016807,0.784452296819788,0.492343032159265,0.832314410480349,0.466920152091255,0,0.486526946107784,0.727972626176219,0.539375928677563,0.890212765957447,0.509349289454001,0.791808873720137,0.606287425149701,0.149653979238754,0.503782148260212
2,6,7,0.39,0.806086956521739,0.520926756352765,0.147954743255004,0.420652999240699,0.537552742616034,0.4625,0.483870967741935,0.52619589977221,0.809716599190283,0.486554621848739,0.621908127208481,0.411179173047473,0.613100436681223,0.600760456273764,0.506448839208942,0.569610778443114,0.834901625320787,0.570579494799406,0.201702127659574,0.427823485415108,0.560580204778157,0.383982035928144,0.68598615916955,0.506051437216339
2,6,8,0.39,0.157391304347826,0.455904334828102,0.602262837249782,0.389521640091116,0.509704641350211,0.418382352941176,0.78204010462075,0.43204252088079,0.630566801619433,0.505042016806723,0.636042402826855,0.465543644716692,0.648908296943231,0.462357414448669,0.564058469475494,0.0711077844311377,0.669803250641574,0.571322436849926,0.60936170212766,0.615557217651459,0.271331058020478,0.494760479041916,0.60121107266436,0.0695915279878971
2,6,9,0.39,0.08,0.476831091180867,0.561357702349869,0.987851176917236,0.647257383966245,0.484558823529412,0.47079337401918,0.486712224753227,0.924089068825911,0.547058823529412,0.865724381625442,0.147013782542113,0.906550218340611,0.456273764258555,0.71195184866724,0.651197604790419,0.790419161676647,0.62852897473997,0.897872340425532,1,0.76877133105802,0.563622754491018,0.768166089965398,0.529500756429652
2,6,10,0.39,0.565217391304348,0.612855007473842,0.646649260226284,0.416097190584662,0.592405063291139,0.6,0.605056669572799,0.596810933940774,0.539473684210526,0.570588235294118,0.61660777385159,0.0321592649310873,0.552838427947598,0.306463878326996,0.553740326741187,0.241017964071856,0.502994011976048,0.539375928677563,0.669787234042553,0.816753926701571,0.581911262798635,0.102544910179641,0.480968858131488,0.130105900151286
2,6,11,0.39,0.321739130434783,0.455904334828102,0.809399477806789,0.456340167046317,0.687763713080169,0.563235294117647,0.865736704446382,0.570994684889901,0.889676113360324,0.532773109243697,0.575971731448763,0.634762633996937,0.651528384279476,0.185551330798479,0.909716251074807,0.454341317365269,0.862275449101796,0.527488855869242,0.818723404255319,0.359012715033657,0.595563139931741,0.61751497005988,0.874567474048443,0.552193645990923
2,6,12,0.39,0.239130434782609,0.466367713004484,0.14621409921671,0.52619589977221,0.464978902953587,0.538970588235294,0.224062772449869,0.561123766135156,0.699392712550607,0.409243697478992,0.0424028268551237,0.451761102603369,0.673362445414847,0.463878326996198,0.502149613069647,0.417664670658683,0.533789563729683,0.461367013372957,0.00765957446808511,0.422587883320868,0.478668941979522,0.475299401197605,0.613321799307958,0.565052950075643
2,6,13,0.39,0.157391304347826,0.5,0.326370757180157,0.57630979498861,0.0219409282700422,0.422794117647059,0.709677419354839,0.592255125284738,0.781376518218624,0.532773109243697,0.379858657243816,0.657733537519142,0.544978165938865,0.67148288973384,0.564058469475494,0.385479041916168,0.680923866552609,0.576523031203566,0.247659574468085,0.546746447270007,0.075938566552901,0.473053892215569,0.672145328719723,0.261724659606657
2,6,14,0.39,0.478260869565217,0.446935724962631,0.662315056570931,0.305998481397115,0.40337552742616,0.599264705882353,0.902353966870096,1,0.399797570850202,0.808403361344538,0.795936395759717,0.44333843797856,0.795633187772926,0.574144486692015,0.83920894239037,0.144461077844311,0.777587681779299,0.638930163447251,0.793191489361702,0.151832460732984,0.549488054607508,0.538173652694611,0.942041522491349,1
2,6,15,0.39,0.406086956521739,0.085949177877429,0.768494342906876,0.485193621867882,0.743459915611814,0.420588235294118,0.520488230165649,0.138952164009112,0.660931174089069,1,0.813604240282686,0.656967840735069,0.68646288209607,0.453992395437262,0.803095442820292,0.425149700598802,0.733105218135158,0.991084695393759,0.0902127659574468,0.384442782348542,0.428327645051195,0.42440119760479,0.734429065743945,0.124810892586989
